text,count,name
nice,5,Phil
bread,5,Phil
prices,4,Phil
fried,3,Phil
return,3,Phil
definitely,3,Phil
orleans,3,Phil
new,3,Phil
bit,3,Phil
love,3,Phil
sandwich,3,Phil
good,3,Phil
street,3,Phil
eat,3,Phil
service,3,Phil
place,3,Phil
pork,3,Phil
great,2,Phil
courtyard,2,Phil
muffaletta,2,Phil
comfortable,2,Phil
two,2,Phil
bourbon,2,Phil
poboy,2,Phil
especially,2,Phil
fact,2,Phil
bar,2,Phil
okay,2,Phil
though,2,Phil
hurricane,2,Phil
